filename,source,source_url,label,license,format,sha256,usage,production_label_eligible
freesound_rvgerxini_464451.mp3,Freesound,https://freesound.org/people/Rvgerxini/sounds/464451/,ice_present,CC0,MP3,E47BB90E438B2A273CCD2E8200218473BC0200385450E6D8CDD1A62EBE7ABCB1,exploratory_positive_only,false
freesound_agonda_210586.mp3,Freesound,https://freesound.org/people/Agonda/sounds/210586/,ice_present,CC0,MP3,C2AEF607D2892B1907B90BBAA21A81AB8931ED0001668608D51EC989C67D7C01,exploratory_positive_only,false
freesound_krakenkraft_784030.mp3,Freesound,https://freesound.org/people/krakenkraft/sounds/784030/,ice_present,CC0,MP3,499EF9AB33C16C6EBCE68DCF13B7ABE34407F32AA1BBF9F1A7DDF95917104121,exploratory_positive_only,false
freesound_fossarts_empty_glass_762367.mp3,Freesound,https://freesound.org/people/FOSSarts/sounds/762367/,ice_absent_proxy,CC0,MP3,1ADD13273A8A78A8FB575E1584C98D3D33EA3ED19386EED0CD14A63B366CFA19,exploratory_negative_proxy_only,false
freesound_fossarts_empty_glass_762369.mp3,Freesound,https://freesound.org/people/FOSSarts/sounds/762369/,ice_absent_proxy,CC0,MP3,168380D02B67A570B05F2FAD55B472D4294BE3CB436FBC9DCF432C5D9232605B,exploratory_negative_proxy_only,false
freesound_smeckogeck_ice_stainless_bottle_721606.mp3,Freesound,https://freesound.org/people/SmeckoGeck/sounds/721606/,ice_present,CC0,MP3,9AE3234D09035895ABE76A7539598C8D00576D5A5CB5255AB08C7E3DCB650E8F,closest_public_product_positive,false
freesound_smeckogeck_ice_plastic_bottle_721791.mp3,Freesound,https://freesound.org/people/SmeckoGeck/sounds/721791/,ice_present,CC0,MP3,2714B3DF488D5E6F008DEBFD6929441597023613F1F478B794093FEC41425A7A,closest_public_product_positive,false
freesound_smeckogeck_water_only_bottle_852118.mp3,Freesound,https://freesound.org/people/SmeckoGeck/sounds/852118/,ice_absent_proxy,CC0,MP3,6D2748E5C3D8F15283897027B6D56202EEA22E50187FECC507D9B75D48AACE78,closest_public_negative_proxy,false
freesound_lightblu3_ice_plastic_bottle_833693.mp3,Freesound,https://freesound.org/people/Lightblu3/sounds/833693/,ice_present,CC0,MP3,22B0CF6A52C689BFDAD8A77DB8FF52DC9EC7C53827DF416029A93023C0EB2885,exploratory_positive_only,false
freesound_creeeeak_ice_shaken_glass_436967.mp3,Freesound,https://freesound.org/people/creeeeak/sounds/436967/,ice_present,CC0,MP3,D3F94691C549FB501ED193A5B9F2806DF14161AAD5A0A28EB7CCB07D8F2D29A5,exploratory_positive_only,false
freesound_glitchedtones_ice_glass_shake_01_380285.mp3,Freesound,https://freesound.org/people/Glitchedtones/sounds/380285/,ice_present,CC0,MP3,9D0ACA1ED092CE55499B1D20AED2A60FCD6732DC32AA757DA14F01031AFD6FBD,short_glass_event_positive,false
freesound_glitchedtones_ice_glass_shake_02_380284.mp3,Freesound,https://freesound.org/people/Glitchedtones/sounds/380284/,ice_present,CC0,MP3,9E9A7D58F3BAF238B66CF92BA0CE5A42F736B209B127614D88CD25050F4FAA1F,short_glass_event_positive,false
freesound_glitchedtones_ice_glass_shake_03_380283.mp3,Freesound,https://freesound.org/people/Glitchedtones/sounds/380283/,ice_present,CC0,MP3,87E35890BC998B483FC7D62B61F8D47CEDB2773E8C862BAF67299F43A972CA02,short_glass_event_positive,false
freesound_glitchedtones_ice_glass_shake_04_380282.mp3,Freesound,https://freesound.org/people/Glitchedtones/sounds/380282/,ice_present,CC0,MP3,64FDBB4F775BD88DA9CB9C6CEB19A49582B70EB283C52E6DBE46C4B7BA012F4A,short_glass_event_positive,false
freesound_glitchedtones_ice_glass_shake_05_380287.mp3,Freesound,https://freesound.org/people/Glitchedtones/sounds/380287/,ice_present,CC0,MP3,FD8CDF4024EB7AFC1C1C670D68A5883B75EE9338031320F788ED1459E4957B1A,short_glass_event_positive,false
freesound_glitchedtones_ice_glass_shake_06_380286.mp3,Freesound,https://freesound.org/people/Glitchedtones/sounds/380286/,ice_present,CC0,MP3,5EE32BAE9BCA638B7231277E869B13B20F301293AEA7CD02425371108CCDBC4B,short_glass_event_positive,false
freesound_ravenwolfprods_ice_soda_cup_658815.mp3,Freesound,https://freesound.org/people/RavenWolfProds/sounds/658815/,ice_present,CC0,MP3,39A2129584B402A03E136BE1838EDD7B718E6D55C25F426A75122E0DFDB672C7,segmentation_required_positive,false
google_ice_cubes_in_glass.ogg,Google Assistant Sound Library,https://actions.google.com/sounds/v1/household/ice_cubes_in_glass.ogg,ice_present,CC BY 4.0,OGG,A3D075805AB8B159C5621B6CE63A75036767345D038818D4CEE2F80D460678F1,exploratory_positive_only,false
google_ice_in_glass_of_water.ogg,Google Assistant Sound Library,https://actions.google.com/sounds/v1/household/ice_in_glass_of_water.ogg,ice_present,CC BY 4.0,OGG,697B731CA39184036C2845F4C648952996EFF1D4A971643F0015CF5C363D0087,exploratory_positive_only,false
google_floating_ice_in_a_glass.ogg,Google Assistant Sound Library,https://actions.google.com/sounds/v1/household/floating_ice_in_a_glass.ogg,ice_present,CC BY 4.0,OGG,B30F08F7106C4225363D3D26FE8E788E990DBC3278E45A7F1D6AC451F87EFAAA,exploratory_positive_only,false
google_freezer_ice_into_plastic_cup.ogg,Google Assistant Sound Library,https://actions.google.com/sounds/v1/household/freezer_ice_into_plastic_cup.ogg,ice_present,CC BY 4.0,OGG,35EF9113575F6C8FADBD2D7F6B98E5597708ACD1354326A8722FEA6C5687D05D,exploratory_positive_only,false
google_ice_machine_into_cup.ogg,Google Assistant Sound Library,https://actions.google.com/sounds/v1/household/ice_machine_into_cup.ogg,ice_present,CC BY 4.0,OGG,F4D5AA8A834B4C8F2D19B0E2BABE3E15BA3417B2E97B9588CFEA74FB07B21796,exploratory_positive_only,false
